Title,Link,Abstract
"Mergers and acquisitions in Brazilian industry: a study of spillover effects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008400504&doi=10.1108%2fIJPPM-11-2014-0179&partnerID=40&md5=3ffb51333fc4c1d35653939de772931f","Purpose: The purpose of this paper is to investigate the effects of different kinds of merger and acquisitions (M&As) on domestic industries’ productivity in the form of technological change (TC) and efficiency change (EC) in the Brazilian extracting and processing industries. Design/methodology/approach: Panel data analysis is employed to test the impact of different kinds of M&As spillovers on each component of productivity growth. The database contains data collected from 2007 to 2011 referring to the Brazilian industries. The estimation procedure involves two stages. The first stage decomposes TFP growth into EC and TC using a input-based Malmquist Productivity Index. In the second step, EC and TC indexes are used interchangeably as a dependent variable in panel data regressions on the M&As-spillover variables. Findings: The results indicate a positive relationship between TC and M&As made by Brazilian majority capital acquiring foreign-held capital from a company established abroad, which is consistent with reverse spillover theory. They also suggest an inverse relationship between TC and M&A operations made by companies with foreign majority capital acquiring both Brazilian-held capital and foreign-held capital from a company established in Brazil. Only the sectors that are capable of increasing their productivity via TC are able to benefit from technology transfer. Research limitations/implications: This study is limited by the extent of data aggregation applied, which did not identify M&A transaction effects at the firm level. The available data do not allow isolating the effects of M&A processes on industry performance, given the co-occurrence of several factors that affect the performance of the industry. The study results imply that public managers must remain cognizant of the critical need to preserve and maximize competition between foreign and domestic firms while promoting a competitive environment that encourages the development of domestic technological capacities and skilled human capital. Practical implications: M&A processes raise important issues with respect to organizational decisions and industrial policy. Studies of M&A transactions may be of fundamental importance to the expansion of healthy companies as they evolve through successive stages of growth and development. Liberalizing regulations to promote M&A transactions, and corporate market control is only justified if it promotes social welfare and economic development. Understanding the complexity and dynamics of this phenomenon and appreciating the heterogeneity of possible outcomes can lead to more relevant discussion regarding their contributions. Social implications: Results found in this study indicate the need for greater efforts to understand how M&A operations, especially those associated to foreign-held capital, interact with local owned enterprises in developing economies and what benefits can be achieved through public policy. M&A operations need to be well evaluated by considering the kinds and intensities of externalities they might generate, whether and how local firms can potentially internalize those gains, building up absorptive capacities in order to achieve productivity spillover gains. Originality/value: This study not only offers a more accurate understanding of the diverse nature and effects of M&A operations, but also stimulates a more relevant public policy discussion related to both foreign direct investment and OFDI incentives in Brazil. The growing economic importance of the activities of developing emerging countries’ multinational enterprises is making governments more inclined to re-evaluate their political strategies. Indeed, governments are beginning to recognize that markets need to be created, monitored and nurtured. © 2017, © Emerald Publishing Limited."
"Internationalization of African-ethnic restaurants: A qualitative enquiry using the dynamic capabilities perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007190249&doi=10.1016%2fj.tmp.2016.12.001&partnerID=40&md5=afd49d2a079b3c2e272db1b951342270","The study analyzes the relationship between dynamic capabilities and the degree of inward internationalization of African-ethnic restaurants in East Africa. A qualitative approach using ten case restaurants assessed adaptive, absorptive and innovative capabilities and, how they relate with degree of inward internationalization. The study establishes that food quality assurance, food authenticity, personalized service and security assurance are used by ethnic restaurants to increase food tourist inflows. The study further found that knowledge absorption capacity helped ethnic restaurants to attract and retain food tourists. The study also found that innovative capabilities including adoption of new technology, adopting eclectic approaches and the ability to provide a wide assortment of dishes and regular menu updates was very instrumental in enhancing the level of inward internationalization. As such, the study through three models provides a theoretical explanation for the degree of inward internationalization of African-ethnic restaurants, and presents its theoretical, methodological, policy and managerial implications. © 2016 Elsevier Ltd"
"Examining project learning, project management competencies, and project efficiency in project-based firms (PBFs)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020441026&doi=10.1108%2fIJMPB-04-2016-0035&partnerID=40&md5=524e8d44dfd25f5cc60d6a034a4e8ced","Purpose: The purpose of this paper is to use survey data to rank the relative importance of perceived factors that inhibit the transfer of knowledge across projects and examine the statistical relationship between various “higher order” dimensions of project management competencies and project efficiency among a sample of project-based firms (PBFs). Design/methodology/approach: The research philosophical approach adopted was post-positivism, a half-way house between positivism and phenomenological approaches. The author used a largely structured survey questionnaire with an inclusion of few open-ended items. The survey data collected were largely based on the “perceptions” of mostly experienced project management practitioners, whose perspectives on project processes and performance are likely to be more dependable. Because of budget limitations, a total of 260 questionnaires were mailed to randomly selected PBFs (with an enclosed self-addressed and stamped return envelope). Of the 260 questionnaires sent to PBFs, 58 questionnaires were returned, representing a return rate of just over 22 percent. Findings: Results indicate that “high time pressures towards the end of the project,” “too much focus on short-term project deliverables,” and “fear of negative sanctions when disclosing project mistakes” were three top-ranked factors that inhibited knowledge transfer across projects. Some “higher order” project management competencies like “dynamic competencies” have relatively a greater impact on predicting project efficiency. Dynamic competencies will only continue to increase in importance as today’s project environments are characterized as continuously evolving, turbulent, and complex and require the need to be effective in dealing with various uncertainties. Once included in the regression equation, the “ownership variable” dominates all other explanatory variables in predicting project efficiency among a sample of PBFs in the United Arab Emirates (UAE), most likely driven by the project management competencies of multinational corporations (MNCs). However, the project efficiency of state-owned PBFs did not differ significantly from that of “international firms that were not MNCs.” Specific conditions may have led to such an outcome. The author shows that enhancing project efficiency requires the reinforcement of multiple but specific factors. Research limitations/implications: As the study was largely conducted on a limited budget and time frame, the author was not able to employ a multi-method approach. The inclusion of a few case studies would have facilitated triangulation of the current findings. In addition, the study captures “perceptions” and practical experiences of project management practitioners. Future studies could possibly develop what may be seen as “objective” measures of project learning and project management competencies. A larger survey supported by a larger budget would be one option in which some of the findings could be tested across PBFs located in different sectors and countries. Practical implications: The author argues that the creation of a client-led “no-blame culture” within PBFs can ensure the development of a “safe” environment in which project team members can acknowledge project mistakes without the fear or danger(s) that may come with such admission. This may require changes in project organizational culture that reduces power distance, lowers sensitivity to hierarchal power relations, enhances team building efforts, and fosters a “learning climate” that tolerates “trial and error” experimentation. It may also require strengthening clients’ specific capabilities. Such change may require time and patience but could take advantage of “positive” aspects of participatory practices, personal relationships, and consensus decision-making approach that is prevalent in the UAE culture. One managerial implication points to the need to tailor scarce resources in building up multi-dimensional “higher order” competencies like “dynamic competencies” that have a relatively higher significant impact on enhancing project efficiency. Linking MNCs with local PBFs as collaborative mega project delivery partners may lead to enhancing project management competencies of the latter, conditional on their absorptive capacity. Originality/value: The contribution of the paper is in providing survey-based empirical evidence that goes beyond case studies to highlight the importance of enhancing “higher order” project management competencies, such as “dynamic competencies,” that have a stronger predictive power of project efficiency in PBFs. The study also ranks the relative importance of various factors that inhibit the transfer of new knowledge across projects. To the author’s knowledge, this is the first study that has demonstrated the statistical relationship between “higher order” project management competencies and project efficiency. Project efficiency is a multi-faceted construct. Its strengthening is determined by a configuration of multiple but specific factors. A more “nuanced” understanding of the relationship between project management competencies and project efficiency in a particular context may be required. © 2017, © Emerald Publishing Limited."
"Managing market intelligence: The comparative role of absorptive capacity and market orientation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973525421&doi=10.1016%2fj.jbusres.2016.03.064&partnerID=40&md5=862cdddef38880e06b3b08e6f7eeb13c","Technological knowledge and market knowledge are among the most valuable resources that a firm can utilize for competitive advantage. Absorptive capacity (ACAP) or a firm's ability to acquire, assimilate, transform, and apply knowledge, has long been a central construct in organizational studies. Yet, limited research exists on ACAP in a marketing context. Marketers tend to utilize market orientation (MO) in similar theoretical contexts. This study extends the scope of ACAP beyond a technology-related context and develops a model to compare the performance of both potential and realized ACAP as well as that of MO to assess shared performance in a market-related context. The survey results suggest that ACAP of market knowledge positively influences firm performance by enhancing customer acquisition & retention of the firm.The findings also indicate that market orientation operates through the innovation process to add its effects to that of ACAP. Finally, this study discusses the moderating role of a firm's balance in cost leadership and differentiation strategy, suggesting comparative and distinguishable effects of ACAP of market knowledge and market orientation. © 2016 Elsevier Inc."
"Twisting the twist: how manufacturing & knowledge-intensive firms excel over manufacturing & operational and all service sectors in their eco-innovative orientation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955608123&doi=10.1016%2fj.jclepro.2016.01.010&partnerID=40&md5=1e00fd24998481a4ee71e092a54f5b76","Innovation, sustainability and knowledge are outstanding concepts nowadays for firms to gain competitive advantage. There is a need to cross-seed the variables that take part in the companies' decision-making process in order to identify how firms' characteristics influence their innovative activities. In this paper, we focus on the sustainable innovations (which we call eco-innovation) and compare knowledge-based versus non-knowledge-based (operational) firms' patterns, also considering manufacturing versus service sectors. To do so we rely, theoretically, on the well-known absorptive capacity model. The method used is the PLS multigroup analysis and the sample selected consists of a secondary dataset of +5900 data points from the 2012 Innovation Spanish Panel (PITEC). Results show that, on one hand, there is no difference in the way that firms acquire and assimilate knowledge and that knowledge-intensive firms excel to transform their ability to eco-innovate. On the other hand, manufacturing firms are one step further than service firms in their eco-innovative orientation. © 2016 Elsevier Ltd"
"Microfoundations in strategy research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995955719&doi=10.1002%2fsmj.2362&partnerID=40&md5=53d8f9574caa1cc0f88328f20319f880","The basic motivation for the microfoundations research agenda in strategy has been to decompose macro-level constructs in terms of the actions and interactions of lower level organizational members, understand how firm-level performance emerge from the interaction of these members, and how relations between macro variables are mediated by micro actions and interactions. The early calls for microfoundations in management research argued that strategy and organization theory focused on firm-level explanations of outcomes such as competitive advantage, profit, innovation, inertia, or absorptive capacity with too little attention to the entities and mechanisms at lower levels of analysis, notably, individuals and their interactions, and how these drove firm-level outcomes. Lippman and Rumelt (2003a) provocatively argued that properly accounting for the value appropriation of all factors of production implies that there is no firm-level residual called 'profit.' Felin and Hesterly (2007) very strongly emphasize the explanatory primacy in management research of individuals. An important motivation behind the micro-foundations research agenda is arguably the desire to engage in 'reduction,' which is often seen as a hallmark of scientific inquiry. Coleman (1990: 3-4) identifies additional reasons why micro-foundations are critical. Thus, Coleman suggests that macro-level explanation cannot discriminate between the many potential alternative lower-level explanations of macro-level behaviour because of a fundamental problem of unobserved mechanisms. Based on different psychological premises, Hodgkinson and Healey (2011) argue that such approaches need to be supplemented with insight into managerial emotion and affect, and building on recent advances in social cognitive neuroscience and neuroeconomics they demonstrate how doing this leads to additional insight in dynamic capabilities."
"The spillover effects of foreign direct investment on the firms’ productivity performances","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992718307&doi=10.1007%2fs11123-016-0484-0&partnerID=40&md5=746376a6dad281f43c1c42448c1c92ae","The study aims to examine foreign direct investment spillover effects on the firms’ productivity performances and to examine the most important component of total factor productivity growth in explaining output growth. This study employs a time-varying stochastic frontier approach for firm level panel data of Indonesian manufacturing industry and performs a non-parametric test of the closeness of two distributions. The results demonstrate that foreign firms achieve higher productivity but less efficient than domestic firms. Increasing degrees of foreign ownership is negatively related to firms’ productivity but positively related to firms’ efficiency. There are positive horizontal spillover effects of foreign direct investment on the firms’ productivity and efficiency. The backward spillovers have positive impact on firm’s efficiency, and the forward spillovers have positive impact on firm’s productivity. However, there are negative backward spillover effects on firms’ productivity and negative forward spillover effects on firms’ efficiency. Besides that, within the same market technology spillover from FDI are smaller with higher level of labour quality. In the upstream market, the degree of absorptive capacity of suppliers has a negative impact on firms’ productivity but have a positive impact on reducing inefficiency. In the downstream markets, the greater ability of the buyers to identify, assimilate and exploit knowledge spillovers, the greater the impact on increasing productivity but the lesser the impact on reducing inefficiency. Finally, this study finds that all components of productivity; technological progress, technical efficiency change and scale efficiency change significantly contribute in explaining the TFP growth. © 2016, Springer Science+Business Media New York."
"Tracing the flows of knowledge transfer: Latent dimensions and determinants of university–industry interactions in peripheral innovation systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938630099&doi=10.1016%2fj.techfore.2015.07.013&partnerID=40&md5=591fdc3b9e310c73e629b690dfd70b29","Firms interact with universities through a variety of channels, ranging from collaborative research projects, patents, spin-off creation, consultancy and specialized training, to informal relationships. This article explores the combination of mechanisms used by firms in Andalusia, a peripheral region in Spain and Europe, when interacting with universities. Using information from a survey of 737 innovative firms, the empirical study found evidence that university–industry links can be grouped into five latent dimensions (knowledge generation and adaptation, involvement in new organisations, training and exchange of human resources, intellectual property rights, and facilities and equipment) which are mainly based on exploitation or exploration activities. A typology of firms was created, highlighting the large number of firms with no interactions, and six clusters that specialize in specific mechanisms (IPR exploiters, Institutionalized interactors, University facility users, Training and education beneficiaries, Tacit knowledge users, and R&D interactors). The study also presents the determinants for engaging in each type of channel, concluding that whilst firms developing exploitation activities also develop parallel exploration activities, the reverse is not significant. The absorptive capacity of firms is important in determining the type of interaction, but is not fully conclusive about the range of exploration and exploitation activities. The article ends by discussing the policy implications associated with incentives to adapt knowledge transfer mechanisms to the industrial fabric of peripheral innovation systems. © 2015 Elsevier Inc."
"Optimal operation strategy considering wind power accommodation in heating district","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006722243&doi=10.1109%2fNAPS.2016.7747891&partnerID=40&md5=ecc848e12263477f86a81b3134ef3599","With the large-scale development of wind power in heating district of North China, the wind curtailment problem is getting more and more serious due to the insufficient peaking capacity of a high proportion of heating plants, the wind power ""anti-peaking"" characteristic and the limited delivery absorptive capacity of grid and other factors. In this study, controllable ""electrical heating with thermal storage/accumulators"" is used as the peak regulation and dispatch resource. The purpose of this paper is: to reduce the forced electricity output of combined head and power (CHP) units; to get a lower load peak and a higher load valley when it is hard to regulate the peak; to increase the wind power penetration in winter; and to form a load dispatch model featuring source-load coordination. To conduct an in-depth study of thermoelectric coupling of CHP units, we created a thermoelectric decoupling scheme wherein the thermal power loss is compensated by wind power-thermal storage system. An economic dispatch model was proposed. Case studies showed that the proposed dispatch scheme using ""electric boilers with heat accumulators"" enables the grid to accommodate more wind power and optimize economic targets. Therefore, the proposed scheme should be widely applied. © 2016 IEEE."
"R&D, worker training and innovation: firm-level evidence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978493430&doi=10.1080%2f13662716.2016.1206463&partnerID=40&md5=4f4c196db843b31eb198c59f33ad0ef6","Firms that invest in R&D and also in worker training are expected to be successful innovators; yet, the extent to which these investments are mutually reinforcing has not been established. This paper addresses that question by analysing the decision to innovate and the number of innovations introduced. Our findings, which are based on a sample of Spanish manufacturing firms, confirm that R&D is more effective when firms also invest in worker training. Moreover, for some smaller firms, investing in workers’ skills (via training programs) boosts innovation even in absence of R&D. Meanwhile, on-the-job training in large firms might serve mainly to reinforce the effects of R&D. Regarding the number of innovations, our result signals that a higher absorptive capacity via higher ability of qualified workers (through schooling or training) leads to improved innovation performance. © 2016 Informa UK Limited, trading as Taylor & Francis Group."
"From knowledge to innovation: A review on the evolution of the absorptive capacity concept","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027095204&doi=10.4324%2f9781315445281&partnerID=40&md5=1c02b76ed9f76e6efdd46c5d5c66361a",[No abstract available]
"Direct and configurational paths of absorptive capacity and organizational innovation to successful organizational performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973162865&doi=10.1016%2fj.jbusres.2016.04.131&partnerID=40&md5=b63b9114e377cf0de209c6a2decbf86c","This study investigates how firms can achieve high levels of organizational performance under different configurations of absorptive capacity and organizational innovation. The study uses partial least squares structural equation modeling (PLS-SEM) and fuzzy-set qualitative comparative analysis (fsQCA) to test relationships among dimensions of absorptive capacity, organizational innovation, and organizational performance. The results provide support for the absorptive capacity's role for organizational innovation and performance. Furthermore, different configurations of absorptive capacity and organizational innovation conditions lead to better organizational performance. © 2016 Elsevier Inc."
"Open innovation from the inside: Employee-driven innovation in support of absorptive capacity for inbound open innovation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009251296&doi=10.1177%2f1465750316670490&partnerID=40&md5=232a6ba0446bc8008f573315475dc31b","This article analyzes how employee-driven innovation (EDI), an innovation policy mainly aimed at non-research and development (non-R&D) personnel, can be supportive of a firm’s absorptive capacity for inbound open innovation. Building on Vega-Jurado et al.’s integrative model of absorptive capacity in an R&D context, we adopt an abductive methodological approach to develop four proposals on the various functions of EDI in the light of an extreme single case study: (1) EDI fosters and sustains the structural antecedents of absorptive capacity; (2) EDI develops a broader range of gatekeepers among non-R&D personnel; (3) EDI diversifies knowledge sources (scientific, industrial, and user based) as well as different types of innovation (incremental, disruptive, product, and process) with internal and external knowledge combinations; and (4) EDI favors doing, using, and interacting in addition to science, technology, and innovation learning processes. © 2016, © The Author(s) 2016."
"Market orientation, marketing capability, and new product performance: The moderating role of absorptive capacity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975129798&doi=10.1016%2fj.jbusres.2016.04.080&partnerID=40&md5=3ffa06d3b27ea1784dcae7c7322c2ec6","The recent marketing literature identifies market orientation and marketing capabilities as key concepts that firms should use to achieve their competitive advantages. Previous research also confirms cross effects of these dimensions in firms’ performance. The present study extends the literature on this subject by introducing absorptive capacity (AC) as a moderator of the relationship among market orientation, the interaction of market orientation and marketing capability, and firms’ new product performance. This study empirically examines the research model using survey data from 188 manufacturing firms in Sweden. The findings confirm previous studies that claim a positive relationship among market orientation, marketing capability, and new product performance. More importantly, the results indicate that AC positively moderates the relationship between market orientation and firms’ new product performance. Furthermore, the findings suggest that experts should consider AC as a competitive factor in line with the complimentary effect of market orientation and marketing capability. This consideration would contribute to explain better firm-related performance, such as new product performance. © 2016 Elsevier Inc."
"Indicators of Absorptive Capacity and Import-induced South–North Convergence in Labour Intensities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940191529&doi=10.1111%2ftwec.12300&partnerID=40&md5=29a8c1671682dd0f9c5d138637bc1b24","We hypothesise that North–South trade is associated with knowledge spillovers that create labour productivity gains depending on various aspects of Southern absorptive capacity. We use the novel World Input–Output Database (WIOD) that provides bilateral and bisectoral panel data for 39 countries and 35 sectors for 1995–2009. We examine growth in relative South–North labour intensities (South–North convergence) for 31 industrialised source and eight emerging recipient countries. We find strong evidence that various components and individual indicators of absorptive capacity interact with imports of investment goods in such a way that the relative labour intensity is reduced. GMM and GLS estimations corroborate the results. Policies that improve various of the identified aspects of absorptive capacity are more promising than policies that select only one. Elevating the absorptive capacity of emerging economies to the maximum level in the world would halve the South–North gap in labour intensities within a couple of decades if it were solely achieved through the trade channel. © 2015 John Wiley & Sons Ltd"
"How do intermediaries drive corporate innovation? A moderated mediating examination","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964767173&doi=10.1016%2fj.jbusres.2016.04.039&partnerID=40&md5=2dec91d21246b6bf345f290abef317a9","Although intermediaries frequently bridge knowledge gaps and enhance innovation searches as important sources of external knowledge, the mechanisms regarding how and when intermediaries become effective drivers of corporate innovation still remain indistinct. Using a sample of Chinese manufacturing firms, this study proposes and empirically tests a theoretical framework for understanding the effects of intermediaries on corporate innovation performance. The results of a moderated mediation analysis show that firms’ ties to intermediaries can contribute to innovation by enhancing the scope of external innovation searches and reducing search costs. Absorptive capacity acts as a mediator in the relationship between intermediaries and innovation performance. Environmental munificence and complexity negatively moderate this mediation effect. © 2016 Elsevier Inc."
"Investigating the Influence of Technology Inflows on Technology Outflows in Open Innovation Processes: A Longitudinal Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963983832&doi=10.1111%2fjpim.12319&partnerID=40&md5=a3ccf2a667678543fbb0685110fd4b52","The open innovation (OI) paradigm emphasizes the importance of integrating inbound and outbound flows of technology to increase a firm's innovation performance. While the synergies between technology inflows and outflows have been discussed in conceptual OI articles, the majority of empirical studies have typically focused on either the inward or the outward dimension of OI. According to recent reviews of OI literature, there is a need for further research that takes an integrated perspective on this topic and studies the combination of the inbound and outbound dimensions of OI. This paper follows these calls by focusing on technology licensing as the main contractual form for OI, and by investigating the relationship between technology in-licensing and out-licensing activities at the firm level of analysis. In particular, this paper argues that technology in-licensing positively influences the volume of technology out-licensing through two mechanisms. The first—resource-based—occurs because in-licensing investments expand and enrich the firm's technology base, thus increasing its value and, as a result, creating more opportunities for out-licensing. The second—capabilities-based—occurs because, due to commonalities between technology in-licensing and out-licensing in terms of performed tasks and required skills, repeated execution of in-licensing transactions contributes to the development of higher out-licensing capabilities and, as a result, increase out-licensing volume. These arguments are tested using a panel dataset of 837 Spanish manufacturing firms over the period 1998–2007. Consistent with the predictions, the empirical analysis shows that higher investments in in-licensing and more extensive in-licensing experience lead to superior volumes of technology out-licensing. These results contribute to research on OI and licensing, by empirically showing the existence of positive interactions between technology inflows and outflows and of synergies in the development of absorptive and desorptive capacities. © 2016 Product Development & Management Association"
"The effect of intangible resources on innovation in service firms with the role of absorptive capacity as a moderating variable","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997235844&doi=10.1109%2fICMIT.2016.7604999&partnerID=40&md5=dcb3bf5cb3c3c2bb91281b5dbe075819","Innovation is widely recognized as one main contributor to a firm's competitiveness. To conduct innovation, an organization must utilize its tangible and intangibles resources. The current study is aimed at examining the effect of intangible resources, namely human, organizational and relational resources on innovation in the context of service firms (i.e., tutoring agencies) in Indonesia. In addition, the role of absorptive capacity as a moderating variable is also tested. Based on the survey among tutoring agencies in Indonesia, the findings show that intangible resources have a significant impact on innovation. Moreover, the absorptive capacity plays a significant role as a moderating between the relational resources and innovation. The study provides a better understanding on the existing debate and literature on a firm's resources and innovation especially within service firms. © 2016 IEEE."
"Beyond absorptive capacity in open innovation process: the relationships between openness, capacities and firm performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969221098&doi=10.1080%2f09537325.2016.1181737&partnerID=40&md5=b9fdcd9df932cf0023b4dc39761edf2c","The literature has shown that open innovation (OI) can be a winning strategy in improving firm performance. However, in order to adopt and implement it, managers need to resolve practical problems, such as understanding the role played by OI capacities and openness on firm performance. In response to these needs, this study aims to investigate the hierarchical relationships between openness, OI capacities and performance using a structural equation model approach. This paper also attempts to compare the levels of openness between firms in different industries to discover similarities and differences in OI phenomena. The analysis of data obtained from a survey of Korean firms shows significant interrelations between openness, OI capacities and firm performance. Our results go further in developing understanding of the building blocks on which successful OI is built and particularly suggest that desorptive capacity which underpins the out-bound OI process, is in turn strongly supported by knowledge management capacity. It is hoped that the results of this study can enrich our understanding of the OI mechanism and provide managerial and policy implications. © 2016 Informa UK Limited, trading as Taylor & Francis Group."
"Connectivity in the technology transfer process among local ASEAN firms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997241576&doi=10.1109%2fICMIT.2016.7605045&partnerID=40&md5=4376f325a9ff0d960d5e8a8e5de98fd6","This study investigates the mediating role of human factors in absorbing externally available information into product innovations of firms in four Southeast Asian countries. This absorption process consists of two sub-processes, namely the acquisition process from which outside information is employed to the firm's innovative capacity and the transformation process in which innovative capacity creates innovation. This study attempts to identify human elements essential to indigenous innovative capacity building. As such elements may help the absorption process, this study focused on personnel with experience of working with multinational enterprises (MNEs) and indigenous employees of the firm. As for the transforming capability, organizational learning process, including quality control (QC) and cross-functional teams are examined. The analysis indicates that MNEs have the largest impact as external linkages and for the connectivity with external linkages such as MNEs and public organizations and universities, the best mediators are top management and factory managers who have working experience with MNEs, whereas indigenous employees such as local engineers, managers, and line leaders are the best mediators for connectivity with locals. © 2016 IEEE."
"Public knowledge partnerships in European research projects and knowledge creation across R&D institutional sectors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966705296&doi=10.1080%2f09537325.2016.1181741&partnerID=40&md5=89e9d8c05acd181852563fc2e57aa793","This paper investigates the role of public knowledge partnerships in EU-funded framework programmes (FP) on knowledge creation across a sample of European countries. Different from previous studies, we investigate whether the impact of participation in FP on new knowledge (patents) differs across private companies, universities and public research centres. We find that, while all institutional sectors benefit from joint projects, the main benefits (in terms of patenting activity) go to universities and public research centres, while private companies benefit less. We also find evidence of important complementarities between participation in international research projects and internal innovation drivers (researchers), thus highlighting the crucial role of domestic absorptive capacity for fully benefiting from international cooperation in R&D projects. © 2016 Informa UK Limited, trading as Taylor & Francis Group."
"2016 IEEE International Conference on Management of Innovation and Technology, ICMIT 2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997525220&partnerID=40&md5=e40b9915680e7f7840ad77232e0b4b0e","The proceedings contain 57 papers. The topics discussed include: the effect of intangible resources on innovation in service firms with the role of absorptive capacity as a moderating variable; e-business capabilities in developed and developing countries: different or the same?; frugal innovation in e-commerce: a case study of Taobao; using authentic leadership and mindfulness as internal marketing mechanism for enhancing proactive customer service performance; impact elements of roadway traffic on drivers' mental workload at the highway intersections; the impact of lean practices on NPD performance; exploration of an innovativeness estimation approach for conceptual product design; the relocated university affiliated research institute: a new organization form of university-industry links; decision making framework for emergency response preparedness: a supply chain resilience approach; identifying causal relations of critical supply chain knowledge flow barriers for an Indian case organization; understanding voluntary simplifier's consumption behaviors: the scale development; and energy planning for sustainable development - challenge and experience sharing from Thailand."
"Organizational citizenship behavior and the enhancement of absorptive capacity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989944294&doi=10.1016%2fj.jbusres.2016.06.001&partnerID=40&md5=8aee5f25aba7181a585e190cd1b7915b","Firm-level absorptive capacity has been conceptualized as the capability of the firm to identify, assimilate/transform, and exploit new knowledge. Despite the fact that the role of individuals strongly influenced the original conceptualization of the construct, the role of individuals in developing organizational absorptive capacity has been largely ignored. Meanwhile, studies have shown that individual-level behaviors known as organizational citizenship behaviors are related to indicators of organizational performance, yet there have been relatively few theoretically-based arguments explaining this relationship. In this paper, we articulate a model that depicts how the organizational citizenship behaviors of individuals enhance a firm's absorptive capacity. Specifically, we propose that citizenship behaviors moderate the relationship between routines and processes and the exploratory, assimilative, transformative, and exploitative learning capabilities that comprise organizational absorptive capacity. © 2016 Elsevier Inc."
"Redefining the relationship between intellectual capital and innovation: The mediating role of absorptive capacity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007283263&doi=10.1590%2f1807-7692bar2016150067&partnerID=40&md5=389ccf2b1238033f69626bea6e9bbbb1","The objective of this study is to analyze the relationship between absorptive capacity, intellectual capital and innovation. The main purpose of this research is to demonstrate that absorptive capacity can leverage the relation between intellectual capital and innovation potential. The method was a single case study using exploratory and descriptive research strategies and applying both quantitative and qualitative techniques. The case study investigated was a Brazilian corporation that has been doing business in the paper and corrugated cardboard industry for 72 years. The paper describes a case analysis demonstrating that adoption of practices associated with absorptive capacity has potential to foster intellectual capital, which is particularly important for development of innovations. These practices include assimilation of new technologies; creating capacity to utilize existing internal knowledge held by employees; use of benchmarking; application of technical knowledge; and registration of patents. Triangulation of data provided evidence confirming that the relationship between absorptive capacity and intellectual capital is a driver of innovation in the firm investigated. Additionally, this relationship is better explained by the mediating role of absorptive capacity, which is capable of potentiating intellectual capital to foster innovation. � 2016, ANPAD - Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao. All rights reserved."
"Evaluating team performance and the mediating role of customer knowledge development: An absorptive capacity framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002141977&doi=10.1016%2fj.jengtecman.2016.10.001&partnerID=40&md5=11f057c8025c2701e6aead441be86046","Drawing upon an absorptive capacity framework, this study explains team performance from a mediating perspective of customer knowledge development (CKD), which represents a learning process based on customer interaction. The model is tested using the data of innovation or R&D teams from large high-tech firms in Taiwan. The test results show that competence development (i.e., activities that enhance the diversified skills of team members) and pro-customer empathy (i.e., a transference of customers’ problems and emotions) positively relate to team performance via the full mediation of CKD. The positive relationship between shared cognitive map and CKD is negatively moderated by collectivism. © 2016 Elsevier B.V."
